#TYPE System.Management.Automation.PSCustomObject
"Name","Type","BluePath","GuestOS","IP","Path"
"uk1wpcdcxsdb01","VirtualMachine","/UK1 DC/uk1wpcdcxsdb01","Microsoft Windows Server 2022 (64-bit)","10.162.53.89","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/uk1wpcdcxsdb01"
"uk1wpcdcxsdb02","VirtualMachine","/UK1 DC/uk1wpcdcxsdb02","Microsoft Windows Server 2022 (64-bit)","10.162.53.90","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/uk1wpcdcxsdb02"
"LO1WPCONSDB006","VirtualMachine","/UK1 DC/Assessments/PQS/AA Pensions/LO1WPCONSDB006","Microsoft Windows Server 2012 (64-bit)","10.162.53.94","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/LO1WPCONSDB006"
"vCLS-b49528f5-af82-45b3-ae23-ae608699b879","VirtualMachine","/UK1 DC/vCLS/vCLS-b49528f5-af82-45b3-ae23-ae608699b879","Other 3.x Linux (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/vCLS-b49528f5-af82-45b3-ae23-ae608699b879"
"uk1wse2sxsdb03","VirtualMachine","/UK1 DC/uk1wse2sxsdb03","Microsoft Windows Server 2022 (64-bit)","10.162.53.157","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/uk1wse2sxsdb03"
"uk1wde2sxsdb02","VirtualMachine","/UK1 DC/uk1wde2sxsdb02","Microsoft Windows Server 2022 (64-bit)","10.166.150.48","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/uk1wde2sxsdb02"
"uk1wpconssdb03","VirtualMachine","/UK1 DC/uk1wpconssdb03","Microsoft Windows Server 2022 (64-bit)","172.20.83.86","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/uk1wpconssdb03"
"LO1WPDWHSDB001","VirtualMachine","/UK1 DC/Assessments/PQS/CORE/LO1WPDWHSDB001","Microsoft Windows Server 2008 R2 (64-bit)","10.162.45.253","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/LO1WPDWHSDB001"
"uk1wtcoresdb01","VirtualMachine","/UK1 DC/uk1wtcoresdb01","Microsoft Windows Server 2022 (64-bit)","10.166.150.42","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/uk1wtcoresdb01"
"uk1wdcdcxsdb01","VirtualMachine","/UK1 DC/uk1wdcdcxsdb01","Microsoft Windows Server 2022 (64-bit)","10.166.150.66","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/uk1wdcdcxsdb01"
"NTNX-EWAA007680-A-CVM","VirtualMachine","/UK1 DC/CVM/NTNX-EWAA007680-A-CVM","CentOS 7 (64-bit)","172.20.43.22","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/NTNX-EWAA007680-A-CVM"
"uk1wscdcxsdb01","VirtualMachine","/UK1 DC/uk1wscdcxsdb01","Microsoft Windows Server 2022 (64-bit)","10.166.150.35","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/uk1wscdcxsdb01"
"lo3wptraapp001v2v","VirtualMachine","/UK1 DC/Unknown/lo3wptraapp001v2v","Microsoft Windows Server 2003 Standard (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/lo3wptraapp001v2v"
"uk1wde2sxsdb01","VirtualMachine","/UK1 DC/uk1wde2sxsdb01","Microsoft Windows Server 2022 (64-bit)","10.166.150.47","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/uk1wde2sxsdb01"
"LO1WPPQSSDB018","VirtualMachine","/UK1 DC/Assessments/PQS/Project Setup Tool/LO1WPPQSSDB018","Microsoft Windows Server 2012 (64-bit)","172.20.83.72","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/LO1WPPQSSDB018"
"lo1wpcbtxsdb03","VirtualMachine","/UK1 DC/Assessments/PQS/Functional Skills Exam - ICT (FS ICT)/lo1wpcbtxsdb03","Microsoft Windows Server 2012 (64-bit)","172.20.83.93","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/lo1wpcbtxsdb03"
"lo1wpfsasdb001","VirtualMachine","/UK1 DC/Assessments/PQS/UK Quals Non IT Dev Opps/lo1wpfsasdb001","Microsoft Windows Server 2016 (64-bit)","10.162.45.205","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/lo1wpfsasdb001"
"LO1WPE2SSDB003","VirtualMachine","/UK1 DC/Assessments/PQS/E2S DWSESIE/LO1WPE2SSDB003","Microsoft Windows Server 2012 (64-bit)","169.254.2.63","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/LO1WPE2SSDB003"
"LO1WPBNGSDB001","VirtualMachine","/UK1 DC/Assessments/PQS/PQS 1.5/LO1WPBNGSDB001","Microsoft Windows Server 2008 R2 (64-bit)","10.162.45.245","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/LO1WPBNGSDB001"
"lo1wppqsxsdb02","VirtualMachine","/UK1 DC/Assessments/PQS/UK Quals Non IT Dev Opps/lo1wppqsxsdb02","Microsoft Windows Server 2016 (64-bit)","10.162.45.40","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/lo1wppqsxsdb02"
"uk1wpcoresdb01","VirtualMachine","/UK1 DC/uk1wpcoresdb01","Microsoft Windows Server 2022 (64-bit)","10.162.53.30","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/uk1wpcoresdb01"
"lo1wpeolxsdb01","VirtualMachine","/UK1 DC/Assessments/PQS/Edexcel Gateway/lo1wpeolxsdb01","Microsoft Windows Server 2016 (64-bit)","10.162.45.41","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/lo1wpeolxsdb01"
"uk1wpcdcxsdb03","VirtualMachine","/UK1 DC/uk1wpcdcxsdb03","Microsoft Windows Server 2022 (64-bit)","10.162.53.91","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/uk1wpcdcxsdb03"
"uk1wte2sxsdb01","VirtualMachine","/UK1 DC/uk1wte2sxsdb01","Microsoft Windows Server 2022 (64-bit)","10.166.150.49","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/uk1wte2sxsdb01"
"LO1WPBIZSDB002","VirtualMachine","/UK1 DC/Assessments/PQS/A2C/LO1WPBIZSDB002","Microsoft Windows Server 2008 R2 (64-bit)","10.32.196.152","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/LO1WPBIZSDB002"
"uk1wpconssdb01","VirtualMachine","/UK1 DC/uk1wpconssdb01","Microsoft Windows Server 2022 (64-bit)","10.162.53.21","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/uk1wpconssdb01"
"uk1wdcoresdb01","VirtualMachine","/UK1 DC/uk1wdcoresdb01","Microsoft Windows Server 2022 (64-bit)","10.166.150.41","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/uk1wdcoresdb01"
"uk1wscoresdb01","VirtualMachine","/UK1 DC/uk1wscoresdb01","Microsoft Windows Server 2022 (64-bit)","10.166.150.43","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/uk1wscoresdb01"
"LO1WPCONSDB004","VirtualMachine","/UK1 DC/Assessments/PQS/AA Pensions/LO1WPCONSDB004","Microsoft Windows Server 2012 (64-bit)","172.20.83.89","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/LO1WPCONSDB004"
"lo1wppuksdb008","VirtualMachine","/UK1 DC/Assessments/PQS/Functional Skills Exam - ICT (FS ICT)/lo1wppuksdb008","Microsoft Windows Server 2008 R2 (64-bit)","10.162.45.250","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/lo1wppuksdb008"
"uk1wpconsdb002c","VirtualMachine","/UK1 DC/Assessments/PQS/CORE/uk1wpconsdb002c",,,"/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/uk1wpconsdb002c"
"vCLS-8a7c5b1a-b67e-4183-9bbd-3374bf3c4378","VirtualMachine","/UK1 DC/vCLS/vCLS-8a7c5b1a-b67e-4183-9bbd-3374bf3c4378","Other 3.x Linux (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/vCLS-8a7c5b1a-b67e-4183-9bbd-3374bf3c4378"
"Xukedxcondbs03-12-01-24-delete-SCTASK0047864","VirtualMachine","/UK1 DC/Assessments/PQS/Project Setup Tool/Xukedxcondbs03-12-01-24-delete-SCTASK0047864","Microsoft Windows Server 2008 R2 (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/Xukedxcondbs03-12-01-24-delete-SCTASK0047864"
"NTNX-EWAA007679-A-CVM","VirtualMachine","/UK1 DC/CVM/NTNX-EWAA007679-A-CVM","CentOS 7 (64-bit)","172.20.43.28","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/NTNX-EWAA007679-A-CVM"
"uk1wpconsdb002a","VirtualMachine","/UK1 DC/Assessments/PQS/CORE/uk1wpconsdb002a","Microsoft Windows Server 2008 R2 (64-bit)","172.20.86.22","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/uk1wpconsdb002a"
"lo1wppqsxsdb07","VirtualMachine","/UK1 DC/Assessments/PQS/MiReports/lo1wppqsxsdb07","Microsoft Windows Server 2019 (64-bit)","10.162.37.57","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/lo1wppqsxsdb07"
"lo1wpeolxsdb02","VirtualMachine","/UK1 DC/Assessments/PQS/Edexcel Gateway/lo1wpeolxsdb02","Microsoft Windows Server 2016 (64-bit)","172.20.83.62","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/lo1wpeolxsdb02"
"uk1wpconsdb001a","VirtualMachine","/UK1 DC/Assessments/PQS/CORE/uk1wpconsdb001a","Microsoft Windows Server 2008 R2 (64-bit)","169.254.1.103","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/uk1wpconsdb001a"
"uk1wse2sxsdb01","VirtualMachine","/UK1 DC/uk1wse2sxsdb01","Microsoft Windows Server 2022 (64-bit)","10.162.53.155","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/uk1wse2sxsdb01"
"LO1WPCONSDB005","VirtualMachine","/UK1 DC/Assessments/PQS/AA Pensions/LO1WPCONSDB005","Microsoft Windows Server 2012 (64-bit)","172.20.83.90","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/LO1WPCONSDB005"
"LO1WPTFSSDB001","VirtualMachine","/UK1 DC/Assessments/PQS/TFS 2013/LO1WPTFSSDB001","Microsoft Windows Server 2008 R2 (64-bit)","10.162.45.166","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/LO1WPTFSSDB001"
"uk1wte2sxsdb02","VirtualMachine","/UK1 DC/uk1wte2sxsdb02","Microsoft Windows Server 2022 (64-bit)","10.166.150.50","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/uk1wte2sxsdb02"
"Server 2008 R2 ET PQS","VirtualMachine","/UK1 DC/Templates/Server 2008 R2 ET PQS",,,"/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/Server 2008 R2 ET PQS"
"lo1wppuksdb001","VirtualMachine","/UK1 DC/Assessments/PQS/MyBTEC/lo1wppuksdb001","Microsoft Windows Server 2008 R2 (64-bit)","10.162.45.247","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/lo1wppuksdb001"
"uk1wtcdcxsdb01","VirtualMachine","/UK1 DC/uk1wtcdcxsdb01","Microsoft Windows Server 2022 (64-bit)","10.166.150.67","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/uk1wtcdcxsdb01"
"uk1wpconssdb02","VirtualMachine","/UK1 DC/uk1wpconssdb02","Microsoft Windows Server 2022 (64-bit)","10.162.53.22","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/uk1wpconssdb02"
"lo1wppqsxsdb01","VirtualMachine","/UK1 DC/Assessments/PQS/PQS Shared Servers/lo1wppqsxsdb01","Microsoft Windows Server 2016 (64-bit)","10.162.45.28","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/lo1wppqsxsdb01"
"LO1WPPUKSDB006","VirtualMachine","/UK1 DC/Assessments/PQS/E2S Online Marking/LO1WPPUKSDB006","Microsoft Windows Server 2008 R2 (64-bit)","10.162.45.113","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/LO1WPPUKSDB006"
"uk1wse2sxsdb02","VirtualMachine","/UK1 DC/uk1wse2sxsdb02","Microsoft Windows Server 2022 (64-bit)","10.162.53.156","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/uk1wse2sxsdb02"
"uk1wpcoresdb02","VirtualMachine","/UK1 DC/uk1wpcoresdb02","Microsoft Windows Server 2022 (64-bit)","10.162.53.31","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/uk1wpcoresdb02"
"LO1WPPQSSDB020","VirtualMachine","/UK1 DC/Assessments/PQS/Project Setup Tool/LO1WPPQSSDB020","Microsoft Windows Server 2012 (64-bit)","169.254.3.115","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/LO1WPPQSSDB020"
"LO1WPE2SSDB002","VirtualMachine","/UK1 DC/Assessments/PQS/E2S DWS/LO1WPE2SSDB002","Microsoft Windows Server 2012 (64-bit)","169.254.4.190","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/LO1WPE2SSDB002"
"lo1wppqsxsdb04","VirtualMachine","/UK1 DC/Assessments/PQS/QMA/lo1wppqsxsdb04","Microsoft Windows Server 2016 (64-bit)","169.254.1.157","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/lo1wppqsxsdb04"
"lo1wppqsxsdb06","VirtualMachine","/UK1 DC/Assessments/PQS/QMA/lo1wppqsxsdb06","Microsoft Windows Server 2016 (64-bit)","10.162.45.57","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/lo1wppqsxsdb06"
"LO1WPE2SSDB001","VirtualMachine","/UK1 DC/Assessments/PQS/E2S DWS/LO1WPE2SSDB001","Microsoft Windows Server 2012 (64-bit)","169.254.5.30","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/LO1WPE2SSDB001"
"lo1wppqssdb011","VirtualMachine","/UK1 DC/Assessments/PQS/E2S MiDash/lo1wppqssdb011","Microsoft Windows Server 2019 (64-bit)","10.162.53.27","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/lo1wppqssdb011"
"LO1WPE2SSDB004","VirtualMachine","/UK1 DC/Assessments/PQS/E2S DWSESIE/LO1WPE2SSDB004","Microsoft Windows Server 2012 (64-bit)","169.254.3.236","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/LO1WPE2SSDB004"
"LO1WPPUKSDB005","VirtualMachine","/UK1 DC/Assessments/PQS/E2S Marker Forecast (FISH)/LO1WPPUKSDB005","Microsoft Windows Server 2008 R2 (64-bit)","10.162.45.112","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/LO1WPPUKSDB005"
"NTNX-EWAA007672-A-CVM","VirtualMachine","/UK1 DC/CVM/NTNX-EWAA007672-A-CVM","CentOS 7 (64-bit)","172.20.43.26","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/NTNX-EWAA007672-A-CVM"
"lo1wppuksdb002","VirtualMachine","/UK1 DC/Assessments/PQS/EMI/lo1wppuksdb002","Microsoft Windows Server 2008 R2 (64-bit)","10.162.50.36","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/lo1wppuksdb002"
"uk1wpconsdb002b","VirtualMachine","/UK1 DC/Assessments/PQS/CORE/uk1wpconsdb002b","Microsoft Windows Server 2008 R2 (64-bit)","192.168.12.108","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/uk1wpconsdb002b"
"uk1wpconsdb001b","VirtualMachine","/UK1 DC/Assessments/PQS/CORE/uk1wpconsdb001b","Microsoft Windows Server 2008 R2 (64-bit)","169.254.2.54","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/uk1wpconsdb001b"
"lo1wpcbtxsdb02","VirtualMachine","/UK1 DC/Assessments/PQS/Functional Skills Exam - ICT (FS ICT)/lo1wpcbtxsdb02","Microsoft Windows Server 2012 (64-bit)","172.20.83.92","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/lo1wpcbtxsdb02"
"lo1wpcbtxsdb04","VirtualMachine","/UK1 DC/Assessments/PQS/Functional Skills Exam - ICT (FS ICT)/lo1wpcbtxsdb04","Microsoft Windows Server 2012 (64-bit)","172.20.83.94","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/lo1wpcbtxsdb04"
"NTNX-EWAA007678-A-CVM","VirtualMachine","/UK1 DC/CVM/NTNX-EWAA007678-A-CVM","CentOS 7 (64-bit)","172.20.43.24","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/NTNX-EWAA007678-A-CVM"
"LO1WPPQSSDB019","VirtualMachine","/UK1 DC/Assessments/PQS/Project Setup Tool/LO1WPPQSSDB019","Microsoft Windows Server 2012 (64-bit)","172.20.83.73","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/LO1WPPQSSDB019"
"LO1WPE2SSDB005","VirtualMachine","/UK1 DC/Assessments/PQS/E2S DWSESIE/LO1WPE2SSDB005","Microsoft Windows Server 2012 (64-bit)","169.254.1.221","/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/LO1WPE2SSDB005"
"vCLS-43090584-18ad-4b0f-8845-2c53aa4885e6","VirtualMachine","/UK1 DC/vCLS/vCLS-43090584-18ad-4b0f-8845-2c53aa4885e6","Other 3.x Linux (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/vCLS-43090584-18ad-4b0f-8845-2c53aa4885e6"
"Xlo1wppqssdb012-12-01-24-delete-SCTASK0051246","VirtualMachine","/UK1 DC/Assessments/PQS/E2S ExamViewer/Xlo1wppqssdb012-12-01-24-delete-SCTASK0051246","Microsoft Windows Server 2008 R2 (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-PQS-SQL01/Xlo1wppqssdb012-12-01-24-delete-SCTASK0051246"
"lo3uaostaapp02","VirtualMachine","/UK1 DC/Discovered virtual machine/lo3uaostaapp02","Ubuntu Linux (64-bit)","10.162.70.244","/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/lo3uaostaapp02"
"lo1utmathweb02","VirtualMachine","/UK1 DC/CTO Core BAU/Math Result/lo1utmathweb02","CentOS 7 (64-bit)","10.36.42.43","/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/lo1utmathweb02"
"uk1wqsfpxjob001","VirtualMachine","/UK1 DC/StoreFront/uk1wqsfpxjob001","Microsoft Windows Server 2012 (64-bit)","10.36.44.20","/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/uk1wqsfpxjob001"
"Xlo3wsdmecapp01-18-12-23-delete-SCTASK0035327","VirtualMachine","/UK1 DC/CTO Core BAU/Pearson Schools Website/Xlo3wsdmecapp01-18-12-23-delete-SCTASK0035327","Microsoft Windows Server 2012 (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/Xlo3wsdmecapp01-18-12-23-delete-SCTASK0035327"
"LO1WDLINUXID001","VirtualMachine","/UK1 DC/Unknown/LO1WDLINUXID001","Red Hat Enterprise Linux 6 (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/LO1WDLINUXID001"
"uk1uswrapsweb01","VirtualMachine","/UK1 DC/P&DS/WRAPS/uk1uswrapsweb01",,,"/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/uk1uswrapsweb01"
"uk1uspcptapp01","VirtualMachine","/UK1 DC/Pearson Test Prep (PCPT)/uk1uspcptapp01","CentOS 6 (64-bit)","10.36.42.61","/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/uk1uspcptapp01"
"lo1wdgscsdbs02","VirtualMachine","/UK1 DC/HED/Data Science Development/lo1wdgscsdbs02","Microsoft Windows Server 2016 (64-bit)","10.162.41.51","/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/lo1wdgscsdbs02"
"lo1uttstapp020","VirtualMachine","/UK1 DC/Unknown/lo1uttstapp020",,,"/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/lo1uttstapp020"
"nursingnppeapp03","VirtualMachine","/UK1 DC/P&DS/Neighborhood/nursingnppeapp03",,,"/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/nursingnppeapp03"
"uk1wssfpxsol001","VirtualMachine","/UK1 DC/StoreFront/uk1wssfpxsol001","Microsoft Windows Server 2012 (64-bit)","10.36.44.29","/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/uk1wssfpxsol001"
"uk1wsilbapp001","VirtualMachine","/UK1 DC/P&DS/Chemistry iLab - ACD Labs/uk1wsilbapp001","Microsoft Windows Server 2008 R2 (64-bit)","10.36.42.112","/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/uk1wsilbapp001"
"uk1wdrmspwts01","VirtualMachine","/UK1 DC/uk1wdrmspwts01","Microsoft Windows Server 2022 (64-bit)","10.32.216.49","/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/uk1wdrmspwts01"
"uk1udwrapsweb01","VirtualMachine","/UK1 DC/P&DS/WRAPS/uk1udwrapsweb01","Ubuntu Linux (64-bit)","10.36.42.85","/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/uk1udwrapsweb01"
"Xlo3wtprovapp03-17-01-24-delete-SCTASK0054951","VirtualMachine","/UK1 DC/Unknown/Xlo3wtprovapp03-17-01-24-delete-SCTASK0054951","Microsoft Windows Server 2016 (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/Xlo3wtprovapp03-17-01-24-delete-SCTASK0054951"
"dbs-b3-1802","VirtualMachine","/UK1 DC/Learning Tools/MyDietAnalysis/dbs-b3-1802",,,"/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/dbs-b3-1802"
"lo3wpmcldweb-6","VirtualMachine","/UK1 DC/DT/myCloud APIs/lo3wpmcldweb-6","Microsoft Windows Server 2016 or later (64-bit)","10.32.214.49","/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/lo3wpmcldweb-6"
"lo3wpmcldweb-9","VirtualMachine","/UK1 DC/DT/myCloud APIs and Redirect Solution/lo3wpmcldweb-9","Microsoft Windows Server 2016 or later (64-bit)","10.32.214.56","/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/lo3wpmcldweb-9"
"DC_Health_Check_GA_Resized","VirtualMachine","/UK1 DC/Unknown/DC_Health_Check_GA_Resized","CentOS 4/5 (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/DC_Health_Check_GA_Resized"
"synthetics-minion-lo3-02","VirtualMachine","/UK1 DC/Unknown/synthetics-minion-lo3-02","Ubuntu Linux (64-bit)","10.32.209.41","/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/synthetics-minion-lo3-02"
"WIN2K19_Standard_Base_TF_OLD","Template","/UK1 DC/Templates/AUTM_Templates/WIN2K19_Standard_Base_TF_OLD","","",""
"NTNX-EWAB005715-A-CVM","VirtualMachine","/UK1 DC/CVM/MT-Non-Prod/NTNX-EWAB005715-A-CVM","CentOS 7 (64-bit)","172.20.41.158","/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/NTNX-EWAB005715-A-CVM"
"uk1udpalxweb01","VirtualMachine","/UK1 DC/P&DS/Practice Anatomy Lab (PAL)/uk1udpalxweb01","Ubuntu Linux (64-bit)","10.36.42.109","/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/uk1udpalxweb01"
"Xlo3wtpscxweb02-18-12-23-delete-SCTASK0035327","VirtualMachine","/UK1 DC/CTO Core BAU/eCommerce UK/Xlo3wtpscxweb02-18-12-23-delete-SCTASK0035327","Microsoft Windows Server 2012 (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/Xlo3wtpscxweb02-18-12-23-delete-SCTASK0035327"
"lo1ucilmeodb02","VirtualMachine","/UK1 DC/DT/Informatica ILM/lo1ucilmeodb02",,,"/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/lo1ucilmeodb02"
"lo3ucsimfftp01","VirtualMachine","/UK1 DC/HED/Picasso/lo3ucsimfftp01",,,"/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/lo3ucsimfftp01"
"lo3udmeaweb004","VirtualMachine","/UK1 DC/Unknown/lo3udmeaweb004","Red Hat Enterprise Linux 6 (64-bit)","10.162.77.4","/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/lo3udmeaweb004"
"Xukasdevfgwl01-delete-task-CTASK0010764","VirtualMachine","/UK1 DC/Unknown/Powered-Off VMs/Xukasdevfgwl01-delete-task-CTASK0010764",,,"/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/Xukasdevfgwl01-delete-task-CTASK0010764"
"lo3wdsymsdb001","VirtualMachine","/UK1 DC/Unknown/lo3wdsymsdb001","Microsoft Windows Server 2012 (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/lo3wdsymsdb001"
"WIN2K16_Standard_Base_TF_OLD","Template","/UK1 DC/Templates/AUTM_Templates/WIN2K16_Standard_Base_TF_OLD","","",""
"LO1DCEDXDMZ04","VirtualMachine","/UK1 DC/DT/AD Team/LO1DCEDXDMZ04","Microsoft Windows Server 2012 (64-bit)","10.32.196.59","/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/LO1DCEDXDMZ04"
"Xlo3wddmecweb01-18-12-23-delete-SCTASK0035327","VirtualMachine","/UK1 DC/CTO Core BAU/Subscription Tasks/Xlo3wddmecweb01-18-12-23-delete-SCTASK0035327","Microsoft Windows Server 2012 (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/Xlo3wddmecweb01-18-12-23-delete-SCTASK0035327"
"TundeTestVM","VirtualMachine","/UK1 DC/Unknown/Powered-Off VMs/TundeTestVM",,,"/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/TundeTestVM"
"lo1udntbxapp02","VirtualMachine","/UK1 DC/DT/PCH-Storage/lo1udntbxapp02","Oracle Linux 8 (64-bit)","10.162.40.121","/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/lo1udntbxapp02"
"synthetics-minion-lo1-08","VirtualMachine","/UK1 DC/Unknown/synthetics-minion-lo1-08","Ubuntu Linux (64-bit)","10.32.192.38","/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/synthetics-minion-lo1-08"
"lo1wtpqtyweb003","VirtualMachine","/UK1 DC/HED/HP Load Runner Agent/lo1wtpqtyweb003","Microsoft Windows Server 2008 R2 (64-bit)","10.32.196.209","/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/lo1wtpqtyweb003"
"LO3WDAAOWEB001","VirtualMachine","/UK1 DC/Unknown/LO3WDAAOWEB001","Microsoft Windows Server 2008 R2 (64-bit)","10.36.50.53","/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/LO3WDAAOWEB001"
"Ranul-Test","VirtualMachine","/UK1 DC/Unknown/Powered-Off VMs/Ranul-Test",,,"/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/Ranul-Test"
"lo3usmycddbs11","VirtualMachine","/UK1 DC/DT/myCloud APIs and Redirect Solution/lo3usmycddbs11","Oracle Linux 8 (64-bit)","10.162.78.72","/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/lo3usmycddbs11"
"LO1UTCGYDBS001","VirtualMachine","/UK1 DC/CTO Core BAU/My Pearson Place/LO1UTCGYDBS001","CentOS 4/5/6 (64-bit)","10.166.142.40","/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/LO1UTCGYDBS001"
"LO3WTADVDBS001","VirtualMachine","/UK1 DC/Unknown/LO3WTADVDBS001","Microsoft Windows Server 2008 R2 (64-bit)","10.166.150.84","/UK1 DC/UK1-NUTX-ESX-MT-NONPROD01/LO3WTADVDBS001"
